Sub Avg,Takedown Def,Takedown Acc,Takedown Avg,Striking Def,Sapm,Striking Acc,Slpm,Dob,Stance,Reach,Weight,Height,Win Loss Record,Link,Nick Name,Name
0.4,58%,38%,1.85,63%,2.54,31%,2.47,"Sep 11, 1987",Orthodox,"71""",135 lbs.,"5' 10""",Record: 15-7-0,http://ufcstats.com/fighter-details/700a674c042b7a96,The Renegade,Cody Gibson
0.0,0%,0%,0.00,52%,6.40,54%,3.13,"Feb 07, 1990",Orthodox,"72""",155 lbs.,"5' 10""",Record: 9-5-0,http://ufcstats.com/fighter-details/09439946214993bc,El Guero,Chase Gibson
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 11""",Record: 12-7-0,http://ufcstats.com/fighter-details/db8b800176d26f6e,,Kenny Giddens
0.0,33%,33%,0.50,37%,6.45,37%,3.97,"Jul 26, 1992",Orthodox,"75""",155 lbs.,"6' 1""",Record: 14-9-0 (2 NC),http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,The Young Lion,Thomas Gifford
0.8,50%,100%,1.56,45%,2.92,39%,1.04,"Aug 13, 1993",Orthodox,--,185 lbs.,"5' 11""",Record: 7-2-0,http://ufcstats.com/fighter-details/83825fad27ab3581,Capo,Joseph Gigliotti
0.0,0%,0%,0.00,31%,4.44,42%,0.61,"Jun 05, 1976",Orthodox,--,155 lbs.,"5' 11""",Record: 2-3-0,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc,,Joey Gilbert
0.4,73%,57%,1.46,60%,1.99,54%,2.90,"Aug 06, 1992",Orthodox,"74""",170 lbs.,"6' 0""",Record: 15-4-0,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,,Trevin Giles
0.0,38%,66%,1.71,41%,0.40,50%,1.14,"Mar 24, 1979",Orthodox,--,154 lbs.,"6' 0""",Record: 12-8-0,http://ufcstats.com/fighter-details/42c96a9c4802e2e1,Black Mamba,Kultar Gill
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,185 lbs.,--,Record: 3-2-0,http://ufcstats.com/fighter-details/160b931119c1bf91,,Jesse Gillespie
0.8,100%,48%,6.86,57%,2.30,52%,3.74,"Nov 13, 1986",Orthodox,"71""",155 lbs.,"5' 7""",Record: 14-1-0,http://ufcstats.com/fighter-details/84ff027394f7e470,The Gift,Gregor Gillespie
0.0,0%,0%,0.00,42%,3.14,33%,0.79,--,Orthodox,--,170 lbs.,"6' 0""",Record: 14-9-0,http://ufcstats.com/fighter-details/91720876db0ee468,,Jason Gilliam
0.0,50%,0%,0.00,43%,3.02,57%,2.04,"Mar 28, 1987",Orthodox,"72""",170 lbs.,"5' 11""",Record: 6-5-0,http://ufcstats.com/fighter-details/ce175eaafe867d1f,The Gentleman,Micheal Gillmore
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 0-1-0,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1,,Krishaun Gilmore
2.2,0%,25%,2.17,42%,12.29,54%,6.80,"Mar 26, 1992",Orthodox,--,145 lbs.,"5' 7""",Record: 11-1-0,http://ufcstats.com/fighter-details/762c69860eef65d8,,Alex Gilpin
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,200 lbs.,"6' 3""",Record: 5-7-0,http://ufcstats.com/fighter-details/c96518b7f6881004,,Bob Gilstrap
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,185 lbs.,"5' 11""",Record: 0-1-0,http://ufcstats.com/fighter-details/a58114c6dd0add64,,Demetrius Gioulacos
1.7,100%,12%,0.87,52%,2.02,40%,1.27,"Aug 20, 1985",,--,125 lbs.,"5' 8""",Record: 9-5-0,http://ufcstats.com/fighter-details/c1ea31a904fe08a9,Wolverine,Billy Giovanella
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 1-2-0,http://ufcstats.com/fighter-details/3e03cec9767d37e6,,He-Man Gipson
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Jan 16, 1974",,--,155 lbs.,"5' 8""",Record: 19-5-0,http://ufcstats.com/fighter-details/4b4f6abdce986be6,El Rojo,Israel Giron
0.0,100%,100%,5.76,47%,1.92,60%,2.50,"Mar 06, 1985",,--,155 lbs.,"5' 7""",Record: 14-7-0,http://ufcstats.com/fighter-details/81f1810f72df8f25,Cold Roll,Brandon Girtz
4.3,0%,100%,4.34,40%,0.43,54%,4.34,--,,--,230 lbs.,"6' 0""",Record: 3-2-0,http://ufcstats.com/fighter-details/fda067e842b07466,,Jason Glaza
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Oct 09, 1977",,--,205 lbs.,--,Record: 5-6-0,http://ufcstats.com/fighter-details/ed133185689088b3,,Mike Glenn
0.4,68%,13%,0.57,52%,3.89,43%,4.03,"Apr 12, 1989",Southpaw,"70""",155 lbs.,"6' 0""",Record: 22-6-2,http://ufcstats.com/fighter-details/814ff3018127e8fc,The Gladiator,Ricky Glenn
0.0,28%,0%,0.00,54%,3.30,53%,3.97,"Nov 22, 1983",Orthodox,"77""",240 lbs.,"6' 4""",Record: 13-4-0,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd,The Hand Of,Mark Godbeer
0.0,50%,25%,0.85,65%,0.96,31%,0.57,"Oct 21, 1982",Southpaw,--,135 lbs.,"5' 6""",Record: 13-3-0,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc,,Clint Godfrey
0.8,81%,45%,4.54,59%,2.47,48%,2.97,"Sep 06, 1993",Orthodox,"61""",115 lbs.,"5' 2""",Record: 8-3-0,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,,Loopy Godinez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,230 lbs.,"6' 2""",Record: 16-16-0,http://ufcstats.com/fighter-details/5ca158b1cc9cb242,,Jason Godsey
2.6,0%,40%,1.75,41%,1.35,52%,0.64,"Apr 20, 1971",Orthodox,--,205 lbs.,"6' 0""",Record: 10-5-2,http://ufcstats.com/fighter-details/e62b36885ecdac27,,Allan Goes
0.0,100%,50%,8.29,59%,4.15,45%,9.95,"Jun 18, 1998",Switch,--,170 lbs.,--,Record: 8-2-0,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,,Billy Goff
0.0,0%,0%,0.00,0%,0.82,66%,1.64,"Dec 09, 1997",Switch,"74""",170 lbs.,"6' 1""",Record: 14-3-0,http://ufcstats.com/fighter-details/5d1636b6c1688502,,Amiran Gogoladze
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,"5' 11""",Record: 3-4-0,http://ufcstats.com/fighter-details/e86af30738a5452a,,Jonny Goh
0.3,55%,18%,0.56,51%,4.95,46%,5.78,"May 18, 1992",Orthodox,"61""",115 lbs.,"5' 4""",Record: 6-3-0,http://ufcstats.com/fighter-details/26e3f3928b1891d9,24K,Hannah Goldy
0.5,87%,50%,0.45,45%,4.30,58%,4.27,"Sep 15, 1992",Orthodox,"75""",249 lbs.,"6' 3""",Record: 6-3-0,http://ufcstats.com/fighter-details/ac29d508d78384c9,,Marcelo Golm
1.5,44%,0%,0.00,57%,3.43,43%,4.07,"Dec 30, 1999",Orthodox,"63""",115 lbs.,"5' 2""",Record: 6-2-0,http://ufcstats.com/fighter-details/cffb87059e645bd1,Dee,Denise Gomes
0.0,31%,66%,2.57,56%,1.16,42%,1.50,"Apr 29, 1982",Orthodox,--,155 lbs.,"5' 6""",Record: 10-3-0,http://ufcstats.com/fighter-details/af1e5c64b8663aa0,,Sergio Gomez
0.8,70%,60%,1.14,66%,0.79,48%,1.52,"Mar 31, 1986",Orthodox,"67""",135 lbs.,"5' 10""",Record: 10-6-0,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6,,Frank Gomez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,--,Record: 2-0-0,http://ufcstats.com/fighter-details/0a66de3a797cf73a,,Alan Gomez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Aug 08, 1983",,--,155 lbs.,--,Record: 1-2-0,http://ufcstats.com/fighter-details/489413d3be819647,,David Gomez
0.0,0%,0%,0.00,68%,3.57,25%,2.72,"May 25, 1983",Orthodox,--,125 lbs.,"5' 6""",Record: 9-5-0,http://ufcstats.com/fighter-details/1e35aa8955794580,Useless,Ulysses Gomez
0.0,50%,100%,0.62,55%,4.46,28%,2.44,"Jul 21, 1986",Orthodox,"73""",135 lbs.,"5' 10""",Record: 6-2-0,http://ufcstats.com/fighter-details/0778f94eb5d588a5,KO King,Joey Gomez
0.0,33%,50%,4.48,55%,4.03,33%,1.57,"Jan 28, 1995",Orthodox,"68""",145 lbs.,"5' 7""",Record: 4-1-0,http://ufcstats.com/fighter-details/513e84bfe65ff509,Tiger Junior,Luis Gomez
0.0,0%,28%,2.00,50%,3.33,49%,3.73,"Aug 29, 1989",Orthodox,"71""",155 lbs.,"5' 10""",Record: 7-1-0,http://ufcstats.com/fighter-details/3a28e1e641366308,,Joey Gomez
0.0,0%,0%,0.00,45%,8.78,32%,2.66,"Feb 23, 1991",Switch,"69""",170 lbs.,"5' 8""",Record: 6-2-0,http://ufcstats.com/fighter-details/e90f4291f93708e6,,Edson Gomez
0.0,30%,0%,0.00,61%,4.04,32%,4.26,"Dec 06, 1984",Orthodox,"65""",115 lbs.,"5' 3""",Record: 11-5-0,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,La Malvada,Silvana Gomez Juarez
0.8,63%,65%,1.23,60%,3.52,41%,3.81,"Sep 22, 1978",Southpaw,"70""",155 lbs.,"5' 7""",Record: 35-14-0 (1 NC),http://ufcstats.com/fighter-details/3be081c29bf734d9,The Fireball Kid,Takanori Gomi
0.0,100%,60%,3.00,62%,1.33,45%,2.13,"Jun 13, 1997",Southpaw,"73""",145 lbs.,"6' 0""",Record: 11-2-0,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,Jaguar,William Gomis
0.5,46%,84%,1.01,63%,2.67,48%,2.18,"Oct 07, 1974",Switch,"68""",170 lbs.,"5' 7""",Record: 35-21-8,http://ufcstats.com/fighter-details/b2acebbef8da14ea,,Akihiro Gono
1.1,66%,39%,2.80,57%,2.94,45%,2.12,"May 18, 1979",Orthodox,"76""",242 lbs.,"6' 2""",Record: 17-11-0,http://ufcstats.com/fighter-details/270b89c00ef0c55c,Napao,Gabriel Gonzaga
0.0,100%,73%,14.00,43%,0.87,80%,6.67,"Apr 28, 1991",Orthodox,"72""",145 lbs.,"5' 9""",Record: 6-0-0,http://ufcstats.com/fighter-details/94535f76f43b466a,J-Train,Justin Gonzales
1.4,43%,33%,0.86,65%,4.03,47%,4.47,"Sep 15, 1983",Southpaw,"68""",170 lbs.,"5' 9""",Record: 26-14-0,http://ufcstats.com/fighter-details/be5aab761c40ef35,The Menifee Maniac,Fernando Gonzalez
0.0,50%,0%,0.00,33%,2.35,20%,0.59,"Mar 03, 1981",Orthodox,--,155 lbs.,"5' 6""",Record: 17-12-0 (1 NC),http://ufcstats.com/fighter-details/28d8638ea0a71908,The Ghost,Nick Gonzalez
0.0,66%,0%,0.00,51%,4.39,48%,3.90,--,,--,135 lbs.,"5' 10""",Record: 2-1-0,http://ufcstats.com/fighter-details/69c071bc2621e8b0,,Fabian Gonzalez
0.0,62%,33%,2.00,41%,1.87,37%,1.40,"Sep 19, 1987",Orthodox,--,170 lbs.,"5' 10""",Record: 11-3-0,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53,Lethal,Lewis Gonzalez
1.0,30%,0%,0.00,58%,3.13,39%,3.06,"Feb 28, 1990",Southpaw,"74""",155 lbs.,"6' 2""",Record: 11-5-0,http://ufcstats.com/fighter-details/e45cfa47f504033a,Nicoya,Jason Gonzalez
0.5,0%,11%,1.04,57%,4.07,37%,2.23,"Aug 12, 1986",Orthodox,--,115 lbs.,"5' 4""",Record: 6-3-0,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee,,Pearl Gonzalez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Feb 29, 1984",Orthodox,"76""",205 lbs.,"6' 2""",Record: 16-4-0,http://ufcstats.com/fighter-details/ff175a137b395e2b,Street,Jorge Gonzalez
0.0,0%,0%,0.00,11%,14.55,16%,0.91,"Aug 13, 1985",Orthodox,"74""",155 lbs.,"5' 11""",Record: 7-2-0,http://ufcstats.com/fighter-details/de47c33e48b0ce38,Rolls,Mikey Gonzalez
0.0,33%,33%,2.00,41%,6.65,43%,3.06,"Jan 20, 1992",Orthodox,"75""",155 lbs.,"5' 11""",Record: 14-7-0,http://ufcstats.com/fighter-details/a2ccf35a88346a91,The Ghost Pepper,Erick Gonzalez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Mar 22, 1986",,--,125 lbs.,"5' 2""",Record: 13-5-0,http://ufcstats.com/fighter-details/4f1a48f4e6ffb007,Jefa,Jennifer Gonzalez
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Apr 21, 1986",,--,155 lbs.,--,Record: 2-7-0,http://ufcstats.com/fighter-details/1bda4867f1baceac,,Kier Gooch
0.0,75%,100%,0.27,63%,4.01,48%,5.34,"May 26, 1985",Orthodox,"74""",170 lbs.,"6' 0""",Record: 21-6-0 (1 NC),http://ufcstats.com/fighter-details/4e0692ad070976e4,Cyborg,Lyman Good
0.0,85%,100%,0.65,49%,7.59,45%,5.16,"Dec 05, 1993",Orthodox,"77""",170 lbs.,"6' 0""",Record: 18-7-0,http://ufcstats.com/fighter-details/c730a0be691dc081,NiteTrain,Jared Gooden
0.8,53%,100%,0.40,48%,2.14,56%,1.84,"Jan 17, 1966",Orthodox,--,249 lbs.,"6' 3""",Record: 23-22-1,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5,Big Daddy,Gary Goodridge
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,155 lbs.,--,Record: 0-0-0,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c,,Jordan Goodwin
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Mar 30, 1959",Orthodox,--,216 lbs.,"6' 5""",Record: 2-2-0,http://ufcstats.com/fighter-details/279093302a6f44b3,,Gerard Gordeau
0.0,63%,83%,1.93,60%,2.57,32%,2.03,"Jul 22, 1983",Orthodox,"76""",185 lbs.,"6' 0""",Record: 8-4-0,http://ufcstats.com/fighter-details/8cad40a75e5c97f5,Truck,Eddie Gordon
0.0,58%,39%,1.97,57%,3.11,58%,5.53,"Sep 06, 1988",Orthodox,"68""",155 lbs.,"5' 9""",Record: 19-5-0,http://ufcstats.com/fighter-details/7026eca45f65377b,Flash,Jared Gordon
0.0,0%,0%,0.00,22%,49.41,16%,3.53,"Jul 19, 1988",Orthodox,--,265 lbs.,"6' 1""",Record: 3-1-0,http://ufcstats.com/fighter-details/68c4ca70067bf282,Boom,Tebaris Gordon
0.8,9%,30%,1.66,41%,2.04,44%,1.90,"May 19, 1990",Switch,"71""",125 lbs.,"5' 7""",Record: 14-6-0,http://ufcstats.com/fighter-details/dee294e9717012c2,X,Malcolm Gordon
1.2,81%,71%,3.04,47%,6.13,53%,3.04,"Jun 21, 1994",Switch,"75""",185 lbs.,"6' 0""",Record: 5-2-0,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,Mr. Vicious,Tresean Gore
0.0,54%,0%,0.00,38%,2.27,32%,0.67,"Aug 11, 1995",Switch,"74""",155 lbs.,"6' 2""",Record: 6-1-0,http://ufcstats.com/fighter-details/803bebcfb6d6f506,Hitman,Alex Gorgees
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,170 lbs.,"6' 0""",Record: 10-3-0,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,The Answer,Themba Gorimbo
0.0,33%,9%,1.00,46%,5.57,31%,2.73,"Apr 29, 1983",Southpaw,--,135 lbs.,"5' 5""",Record: 9-4-0,http://ufcstats.com/fighter-details/c10eb2f12c489f6d,The Psycho,Tim Gorman
1.0,0%,42%,3.12,44%,6.03,42%,3.60,--,Orthodox,--,265 lbs.,"6' 3""",Record: 14-6-0 (1 NC),http://ufcstats.com/fighter-details/052ceb8976695342,,Chase Gormley
0.6,45%,70%,4.17,46%,2.01,41%,1.61,"Jul 13, 1979",Orthodox,"73""",170 lbs.,"6' 0""",Record: 23-12-0 (1 NC),http://ufcstats.com/fighter-details/fb1538b46877a695,The Road Warrior,Jonathan Goulet
0.3,83%,80%,1.23,50%,5.64,34%,3.68,"Feb 27, 1987",Orthodox,"72""",155 lbs.,"5' 10""",Record: 12-5-0,http://ufcstats.com/fighter-details/51e86de150ee8be6,GT,Thibault Gouti
2.2,57%,66%,0.90,56%,4.06,39%,3.02,"Oct 03, 1978",Orthodox,"76""",185 lbs.,"6' 1""",Record: 14-8-0,http://ufcstats.com/fighter-details/af5b208e97f5d382,,Wilson Gouveia
0.0,50%,33%,1.57,42%,2.93,23%,0.52,"Sep 25, 1974",Orthodox,--,205 lbs.,"6' 1""",Record: 9-5-0,http://ufcstats.com/fighter-details/c44acf87e376c62b,,Todd Gouwenberg
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,--,--,Record: 0-1-0,http://ufcstats.com/fighter-details/2391a73686200c5d,,Hugo Govea
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,,--,145 lbs.,--,Record: 5-5-0,http://ufcstats.com/fighter-details/ae954fd497025462,The Therapist,Justin Governale
0.0,0%,0%,0.00,51%,7.65,36%,4.00,"May 12, 1980",Orthodox,"75""",241 lbs.,"6' 1""",Record: 20-5-0,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9,The Polish Pitbull,Damian Grabowski
0.8,66%,0%,0.00,37%,1.13,41%,0.88,"Dec 12, 1966",Southpaw,--,175 lbs.,"6' 1""",Record: 15-2-3,http://ufcstats.com/fighter-details/429e7d3725852ce9,,Royce Gracie
0.6,50%,85%,3.46,60%,1.54,37%,1.69,"Jul 18, 1979",Orthodox,--,190 lbs.,"5' 9""",Record: 2-2-0,http://ufcstats.com/fighter-details/52d92050a046bc17,,Crosley Gracie
2.1,80%,100%,0.36,59%,1.33,38%,1.90,--,Orthodox,--,225 lbs.,"6' 2""",Record: 5-4-1,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7,,Daniel Gracie
4.0,25%,0%,0.00,31%,1.72,37%,0.86,--,Orthodox,--,183 lbs.,"5' 9""",Record: 6-1-0,http://ufcstats.com/fighter-details/a9c45a8b21eabadc,,Ralph Gracie
0.8,40%,20%,1.13,55%,1.67,41%,1.71,"Mar 11, 1967",Orthodox,--,185 lbs.,"5' 10""",Record: 13-7-1 (1 NC),http://ufcstats.com/fighter-details/aae0897825336b1a,,Renzo Gracie
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Nov 20, 1958",Switch,--,185 lbs.,"5' 10""",Record: 11-0-0,http://ufcstats.com/fighter-details/194fc025f9355db6,,Rickson Gracie
0.4,75%,50%,1.49,46%,0.86,51%,1.34,"Apr 11, 1975",Orthodox,--,183 lbs.,"6' 0""",Record: 6-2-1,http://ufcstats.com/fighter-details/36877f0e62b25b96,,Rodrigo Gracie
0.0,0%,0%,0.00,0%,0.00,0%,0.00,"Dec 06, 1965",Southpaw,--,150 lbs.,"5' 8""",Record: 5-5-1,http://ufcstats.com/fighter-details/b807814d977682eb,,Royler Gracie
0.9,25%,75%,2.83,40%,0.50,61%,0.82,"Aug 14, 1974",Orthodox,--,200 lbs.,"5' 9""",Record: 5-2-0,http://ufcstats.com/fighter-details/0c3838c8f7c620c2,,Ryan Gracie
1.7,0%,75%,2.50,55%,1.05,46%,1.61,"Oct 04, 1985",Orthodox,--,210 lbs.,"6' 2""",Record: 3-1-0,http://ufcstats.com/fighter-details/84283233ec42be5f,,Ralek Gracie
0.0,0%,10%,2.30,55%,3.38,32%,2.30,"Jul 14, 1978",Orthodox,--,242 lbs.,"6' 4""",Record: 8-4-0,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,,Rolles Gracie
0.0,0%,0%,0.00,50%,17.14,0%,0.00,--,Orthodox,--,181 lbs.,"5' 10""",Record: 0-1-0,http://ufcstats.com/fighter-details/079488710f012779,,Cesar Gracie
1.9,60%,53%,1.87,61%,1.79,35%,1.78,"Sep 26, 1981",Orthodox,"79""",185 lbs.,"6' 4""",Record: 8-2-0,http://ufcstats.com/fighter-details/a6bbd3df469c6bea,,Roger Gracie
3.7,0%,50%,3.72,50%,0.99,60%,1.86,"Feb 04, 1980",,--,170 lbs.,"5' 11""",Record: 5-4-0,http://ufcstats.com/fighter-details/722b870449243083,,Igor Gracie
5.8,0%,100%,5.77,75%,0.38,100%,0.77,--,,--,170 lbs.,"6' 0""",Record: 6-0-0,http://ufcstats.com/fighter-details/12d855d12a624da2,,Neiman Gracie
0.9,0%,25%,0.88,53%,8.13,41%,5.15,"Jul 11, 1988",Southpaw,"70""",145 lbs.,"5' 9""",Record: 5-1-0,http://ufcstats.com/fighter-details/242d36d241b43c12,,Kron Gracie
0.0,0%,0%,0.00,0%,0.00,0%,0.00,--,Orthodox,--,290 lbs.,"6' 1""",Record: 2-1-0,http://ufcstats.com/fighter-details/3e514f437c51ce0a,,Steven Graham
0.0,0%,0%,0.00,28%,2.27,42%,0.91,--,Orthodox,--,185 lbs.,"6' 4""",Record: 3-1-0,http://ufcstats.com/fighter-details/6e4acc2c115215b5,,Scott Graham
0.0,33%,0%,0.00,57%,2.57,47%,2.79,"Apr 13, 1992",Orthodox,"68""",115 lbs.,"5' 7""",Record: 7-3-0,http://ufcstats.com/fighter-details/7559395ad833c074,Danger,Miranda Granger
0.6,36%,43%,1.63,56%,3.21,54%,3.95,"Feb 26, 1984",Orthodox,"72""",155 lbs.,"5' 10""",Record: 21-5-0,http://ufcstats.com/fighter-details/a26198ba5093147e,,TJ Grant
0.1,65%,42%,1.60,56%,4.02,44%,4.83,"Dec 18, 1985",Orthodox,"69""",135 lbs.,"5' 8""",Record: 14-6-0,http://ufcstats.com/fighter-details/113df4fde64735c6,Dangerous,Davey Grant
0.0,66%,100%,0.61,60%,2.66,36%,3.29,"Sep 14, 1984",Switch,"76""",185 lbs.,"6' 1""",Record: 11-6-0,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0,The Body Snatcher,Dwight Grant
0.6,64%,57%,0.44,61%,4.02,44%,5.14,"Aug 09, 1993",Orthodox,"66""",125 lbs.,"5' 5""",Record: 15-3-0,http://ufcstats.com/fighter-details/e8b731feff72294b,,Alexa Grasso
0.3,52%,47%,5.83,47%,3.45,48%,3.61,"Sep 28, 1991",Orthodox,"69""",135 lbs.,"5' 5""",Record: 23-8-0,http://ufcstats.com/fighter-details/601964f9654f911a,,Tony Gravely
0.4,66%,52%,4.80,58%,1.47,54%,1.25,"Jan 08, 1991",Orthodox,"71""",170 lbs.,"5' 10""",Record: 6-0-1,http://ufcstats.com/fighter-details/3f1d23b01c552a13,,Michael Graves
0.0,0%,57%,4.86,33%,0.81,69%,2.19,"Oct 23, 1985",Southpaw,"76""",255 lbs.,"6' 2""",Record: 7-3-0,http://ufcstats.com/fighter-details/642862d6d63605cd,The Gravedigger,Shelton Graves
0.0,0%,0%,0.00,44%,18.26,50%,2.61,"Oct 25, 1987",Orthodox,--,135 lbs.,"5' 9""",Record: 4-1-0,http://ufcstats.com/fighter-details/2db65fc038c0018e,The Phenom,James Gray
0.0,0%,0%,0.00,66%,4.48,62%,3.45,"May 03, 1985",Orthodox,"67""",125 lbs.,"5' 4""",Record: 9-4-0,http://ufcstats.com/fighter-details/bb0d290026d7681d,Pocket Herc,Kevin Gray
1.0,25%,0%,0.00,53%,1.33,75%,2.40,"May 03, 1967",Orthodox,--,205 lbs.,"6' 2""",Record: 3-1-1,http://ufcstats.com/fighter-details/6d12031661db8ac8,,Sam Greco
0.3,72%,38%,1.34,62%,3.65,52%,5.88,"Sep 09, 1986",Orthodox,"71""",155 lbs.,"5' 10""",Record: 29-13-1,http://ufcstats.com/fighter-details/887961364be5ceb3,King,Bobby Green
0.0,75%,50%,1.62,69%,2.51,46%,3.70,"Oct 11, 1989",Southpaw,"73""",155 lbs.,"5' 10""",Record: 23-8-0,http://ufcstats.com/fighter-details/f046d724d2a84ac5,The Predator,Desmond Green
0.3,53%,50%,0.83,46%,6.92,45%,6.20,"May 02, 1993",Switch,"73""",170 lbs.,"5' 10""",Record: 11-4-0,http://ufcstats.com/fighter-details/5eb50529a8418b77,Gifted,Gabe Green
0.4,27%,0%,0.00,45%,3.61,45%,3.28,"Jul 05, 1986",Orthodox,"80""",258 lbs.,"6' 7""",Record: 9-7-0,http://ufcstats.com/fighter-details/068f8a189a47fea6,The Crochet Boss,Maurice Greene
0.5,82%,37%,2.19,56%,2.69,53%,4.09,"Jul 29, 1981",Orthodox,"70""",145 lbs.,"5' 8""",Record: 15-5-0,http://ufcstats.com/fighter-details/bfc2fc38a0e20211,The Real One,Matt Grice
0.7,57%,48%,1.05,61%,2.81,36%,4.38,"Mar 16, 1979",Orthodox,"77""",205 lbs.,"6' 3""",Record: 19-7-0,http://ufcstats.com/fighter-details/fcffee71cff5530e,,Forrest Griffin
0.9,59%,46%,1.87,65%,2.30,41%,3.71,"Apr 20, 1984",Orthodox,"68""",145 lbs.,"5' 6""",Record: 16-8-0,http://ufcstats.com/fighter-details/20205040232ed0f3,,Tyson Griffin
0.3,71%,50%,1.60,57%,3.87,50%,4.23,"Nov 29, 1985",Orthodox,"76""",170 lbs.,"5' 11""",Record: 19-9-0,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,Pain,Max Griffin
1.9,42%,35%,1.45,50%,3.02,46%,2.52,"Feb 28, 1990",Southpaw,"73""",145 lbs.,"5' 10""",Record: 18-9-0,http://ufcstats.com/fighter-details/ebef46976554f975,Native Psycho,Jordan Griffin
0.0,41%,66%,1.51,46%,2.22,50%,2.67,"May 15, 1978",Orthodox,"73""",205 lbs.,"6' 1""",Record: 11-3-0,http://ufcstats.com/fighter-details/fdf18227faa596dd,The Grave Digger,Chad Griggs
0.0,66%,0%,0.00,46%,3.29,16%,0.71,--,Orthodox,--,205 lbs.,"6' 6""",Record: 23-10-0,http://ufcstats.com/fighter-details/7fb4234670271505,The Reverend,Chuck Grigsby
9.6,0%,0%,0.00,52%,4.81,23%,0.48,--,Orthodox,--,205 lbs.,"5' 11""",Record: 7-9-0,http://ufcstats.com/fighter-details/dde70a112e053a6c,Riscado,Rodrigo Gripp de Sousa
0.0,66%,33%,0.27,59%,2.07,52%,3.40,"May 02, 1984",Orthodox,"78""",205 lbs.,"6' 3""",Record: 32-9-2,http://ufcstats.com/fighter-details/950d0ef5c17157c5,Maximus,Maxim Grishin
2.2,16%,36%,1.97,50%,3.71,41%,1.44,"Oct 14, 1988",Orthodox,"74""",145 lbs.,"5' 11""",Record: 14-5-0,http://ufcstats.com/fighter-details/60ba33c3f555a7a3,The Fluke,Josh Grispi
0.0,52%,0%,0.00,46%,1.67,45%,2.39,"Aug 08, 1988",Orthodox,--,155 lbs.,"5' 9""",Record: 11-7-0,http://ufcstats.com/fighter-details/6741218640534d8b,,Garrett Gross
1.7,56%,45%,0.49,54%,2.40,41%,2.31,"Nov 12, 1982",Orthodox,"79""",185 lbs.,"6' 6""",Record: 23-17-0 (1 NC),http://ufcstats.com/fighter-details/234f3767ff0e5701,Da Spyder,Kendall Grove
14.3,100%,0%,0.00,0%,0.00,0%,0.00,"Jan 18, 1971",Orthodox,--,265 lbs.,"6' 6""",Record: 12-8-1,http://ufcstats.com/fighter-details/36a432f22144843e,Goliath,Neil Grove
0.0,65%,50%,0.21,52%,4.96,57%,6.18,"Jun 16, 1986",Orthodox,"68""",155 lbs.,"5' 8""",Record: 15-5-0,http://ufcstats.com/fighter-details/feaf00f3373435d6,Gritz,Chris Gruetzemacher
